2010-02-01.csv,[ 0.         -0.2236068   0.          0.          0.          0.          0.
 -0.22580402  0.          0.          0.          0.         -0.2236068
 -0.24551264  0.        ],
2010-02-02.csv,[ 0.         -0.21821789  0.          0.          0.          0.          0.
 -0.21866147  0.          0.          0.          0.         -0.21821789
 -0.23990259  0.        ],
2010-02-03.csv,[ 0.         -0.21320072  0.          0.          0.          0.          0.
 -0.2146867   0.          0.          0.          0.         -0.21320072
 -0.23466202  0.        ],
2010-02-04.csv,[ 0.         -0.20851441  0.          0.          0.          0.          0.
 -0.20929041  0.          0.          0.          0.         -0.20851441
 -0.22975166  0.        ],
2010-02-05.csv,[ 0.         -0.20412415  0.          0.          0.          0.          0.
 -0.20411276  0.          0.          0.          0.         -0.20412415
 -0.22513793  0.        ],
2010-02-08.csv,[ 0.         -0.2         0.          0.          0.          0.          0.
 -0.20117233  0.          0.          0.          0.         -0.2
 -0.22079192  0.        ],
2010-02-09.csv,[ 0.         -0.19611614  0.          0.          0.          0.          0.
 -0.19649227  0.          0.          0.          0.         -0.19611614
 -0.21668856  0.        ],
2010-02-10.csv,[ 0.         -0.19245009  0.          0.          0.          0.          0.
 -0.19302435  0.          0.          0.          0.         -0.19245009
 -0.21280597  0.        ],
2010-02-11.csv,[ 0.         -0.18898224  0.          0.          0.          0.          0.
 -0.18973218  0.          0.          0.          0.         -0.18898224
 -0.20912497  0.        ],
2010-02-12.csv,[ 0.         -0.18569534  0.          0.          0.          0.          0.
 -0.18660153  0.          0.          0.          0.         -0.18569534
 -0.20562865  0.        ],
2010-02-15.csv,[ 0.         -0.18257419  0.          0.          0.          0.          0.
 -0.18446353  0.          0.          0.          0.         -0.18257419
 -0.20230202  0.        ],
2010-02-16.csv,[ 0.         -0.1796053   0.          0.          0.          0.          0.
 -0.1815484   0.          0.          0.          0.         -0.1796053
 -0.19913177  0.        ],
2010-02-17.csv,[ 0.         -0.1767767   0.          0.          0.          0.          0.
 -0.17794282  0.          0.          0.          0.         -0.1767767
 -0.19610599  0.        ],
2010-02-18.csv,[ 0.         -0.17407766  0.          0.          0.          0.          0.
 -0.1769067   0.          0.          0.          0.         -0.17407766
 -0.19321403  0.        ],
2010-02-19.csv,[ 0.         -0.17149859  0.          0.          0.          0.          0.
 -0.17409987  0.          0.          0.          0.         -0.17149859
 -0.19044628  0.        ],
2010-02-22.csv,[ 0.         -0.16903085  0.          0.          0.          0.          0.
 -0.17017569  0.          0.          0.          0.         -0.16903085
 -0.1877941   0.        ],
2010-02-23.csv,[ 0.         -0.16666667  0.          0.          0.          0.          0.
 -0.16790668  0.          0.          0.          0.         -0.16666667
 -0.18524967  0.        ],
2010-02-24.csv,[ 0.         -0.16439899  0.          0.          0.          0.          0.
 -0.1665283   0.          0.          0.          0.         -0.16439899
 -0.18204562  0.        ],
2010-02-25.csv,[ 0.         -0.16222142  0.          0.          0.          0.          0.
 -0.16357967  0.          0.          0.          0.         -0.16222142
 -0.18056063  0.        ],
2010-02-26.csv,[ 0.         -0.16012815  0.          0.          0.          0.          0.
 -0.16234221  0.          0.          0.          0.         -0.16012815
 -0.17829129  0.        ],
2010-03-01.csv,[ 0.         -0.15811388  0.          0.          0.          0.          0.
 -0.16034494  0.          0.          0.          0.         -0.15811388
 -0.1761056   0.        ],
2010-03-02.csv,[ 0.         -0.15617376  0.          0.          0.          0.          0.
 -0.15765069  0.          0.          0.          0.         -0.15617376
 -0.17399853  0.        ],
2010-03-03.csv,[ 0.         -0.15430335  0.          0.          0.          0.          0.
 -0.15711438  0.          0.          0.          0.         -0.15430335
 -0.17196546  0.        ],
2010-03-04.csv,[ 0.         -0.15249857  0.          0.          0.          0.          0.
 -0.15401665  0.          0.          0.          0.         -0.15249857
