2010-02-01.csv,[-0.38113495 -0.84310771 -0.2765947  -0.51777015  0.06118085 -0.2236068
 -0.34283649 -0.24938001 -0.91115456 -0.41113292 -0.22591294 -0.37286951
 -1.31171133 -0.31319732 -0.3757627 ],
2010-02-02.csv,[-0.37149974 -0.80529931 -0.27249141 -0.51826977 -0.05401833 -0.21821789
 -0.49756081 -0.27068008 -0.91144803 -0.97850273 -0.30288903 -0.36367878
 -0.44461465 -0.20816135 -0.36844064],
2010-02-03.csv,[-0.36254953 -0.77204532 -0.2684432  -0.51573633 -0.11597927 -0.21320072
 -0.42298042 -0.2822027  -0.88165936 -0.40444846 -0.27917928 -0.35511698
 -0.46717041 -0.86205288  0.98164565],
2010-02-04.csv,[-0.35420811 -0.74251141 -0.26447442 -0.51130737 -0.05294815 -0.20851441
 -0.29306102 -0.29126221  1.825845   -0.42156248 -0.29877549 -0.34711819
  1.55213014 -0.5884195  -0.39698114],
2010-02-05.csv,[-0.22731316  1.54921703 -0.02798143 -0.50570495 -0.11203237 -0.20412415
 -0.38963862 -0.24175759 -0.5649648  -0.43292202  0.73502538 -0.33962524
 -0.47546066 -0.05665571 -0.39052104],
2010-02-08.csv,[-0.23054886  1.37716306 -0.04821194 -0.49939645 -0.2017597  -0.2
 -0.34205317 -0.23198329 -0.85173822 -0.44012971 -0.30397817 -0.33258843
 -0.4913893  -0.11884406 -0.38420217],
2010-02-09.csv,[-0.34533353 -0.84307667 -0.27670762 -0.49268899 -0.2797441  -0.19611614
 -0.4387042  -0.23593276  0.94585119 -0.4443161  -0.70806405  2.77820761
  0.95000594 -0.87240982 -0.37805332],
2010-02-10.csv,[-0.33828805 -0.81352501 -0.27203322  0.94647354 -1.23072797 -0.19245009
 -0.32938223 -0.22714683 -0.83083229 -0.61790687 -0.5021453  -0.38109445
 -0.49740253 -0.89082357  2.00692414],
2010-02-11.csv,[-0.21993059  1.33820382 -0.05727088 -0.84392889  0.02560459 -0.18898224
 -0.34098254 -0.22219568  0.05094914 -0.32609757 -0.57827476 -0.37384785
  0.92347677 -0.82536208 -0.4137532 ],
2010-02-12.csv,[-0.33070423 -0.83772221 -0.27254533 -0.4852985  -0.2067362  -0.18569534
 -0.37256597 -0.23242627  0.84641604 -0.40278121 -0.29224158 -0.36699053
 -1.01214941 -0.16305092 -0.40766066],
2010-02-15.csv,[-0.2777759   0.22986105 -0.18271459  2.05551411 -0.27247667 -0.18257419
 -0.39189961 -0.22681032 -0.520909   -0.63479206 -0.48763445 -0.36048985
 -0.49066503 -0.08626381 -0.40173014],
2010-02-16.csv,[-0.32228785 -0.82032258 -0.26543207 -0.50334091  0.27624313 -0.1796053
 -0.32048116 -0.21077364 -0.50025202 -0.38442061 -0.30147576 -0.35431674
  2.19442235  0.60134369 -0.39597106],
2010-02-17.csv,[-0.11180255  0.74967043  0.08860291  1.73515726 -1.0813867  -0.1767767
 -0.38754839 -0.23360017 -0.03562702  0.4741315  -0.61379746 -0.34844519
 -0.5048302   0.51170281  2.84921932],
2010-02-18.csv,[-0.32224757 -0.80806601 -0.26599037 -0.51973257 -0.25909404 -0.17407766
  0.23788431 -0.19065009  0.97267253 -0.38601318 -0.29452154 -0.34285195
 -0.40411924 -0.82666726 -0.42259828],
2010-02-19.csv,[-0.31718233 -0.78597119 -0.26252303 -0.51671784  0.33346325 -0.17149859
 -0.41539468 -0.22975482  0.67297496 -0.39549251 -0.30191218 -0.33751609
 -0.49120827 -0.06149919 -0.41699369],
2010-02-22.csv,[-0.31234739 -0.76553992 -0.25917793  1.91500941 -0.253751   -0.16903085
 -0.40652723 -0.21941948 -0.68966517 -0.34307145 -0.55203976 -0.06902968
 -1.22902974 -0.19087666 -0.4115416 ],
2010-02-23.csv,[-0.17535607  1.52380319 -0.0249213  -0.53099978  0.32138857 -0.16666667
 -0.41243287 -0.21595208 -0.53493051 -0.38440388 -0.29858235 -0.33513344
 -1.05304053 -0.61730929 -0.40624422],
2010-02-24.csv,[-0.30853999 -0.79011522 -0.26079124 -0.52782237 -0.24869082 -0.16439899
 -0.33743611 -0.21146719  1.50590403 -0.39260308 -0.30366371 -0.33056489
 -0.44130775 -0.123994   -0.40110143],
2010-02-25.csv,[-0.30415466 -0.77110534 -0.25752718 -0.52414191  0.31049862 -0.16222142
 -0.33852736 -0.21987726 -0.93915871 -0.39904356 -0.30785315 -0.32617146
 -0.45594109 -0.15693253 -0.39611138],
2010-02-26.csv,[-0.2999507  -0.75335401 -0.2543789  -0.5200994   0.22052163 -0.16012815
 -0.32725896 -0.20497405 -0.45841114 -0.40403015 -0.31127909 -0.32194283
 -0.46721924 -0.18617071 -0.39127109],
2010-03-01.csv,[-0.22653788  0.14983973 -0.14146753 -0.51580163  0.13618476 -0.15811388
 -0.23558631 -0.1852305  -0.2310369  -0.40781137 -0.31404984 -0.31786944
 -0.47580756 -0.23798889 -0.38657678],
2010-03-02.csv,[-0.29516238 -0.74029865 -0.24995505 -0.51132996 -0.11781403 -0.15617376
 -0.37821535 -0.2096062   0.13419193  0.71786693 -0.51748386 -0.31394242
 -0.48223049 -0.39286484 -0.38202416],
2010-03-03.csv,[-0.29143549 -0.72484624 -0.24720302 -0.50674663  0.13219957 -0.15430335
 -0.35330843 -0.20993382  0.87948326 -0.41285082 -0.3056282  -0.31015356
  0.0685443  -0.86447618 -0.37760861],
2010-03-04.csv,[-0.01069704  0.66846761  0.18418253 -0.50209942 -0.11552776 -0.15249857
  0.70524021 -0.19765765  2.13301999 -0.41627647 -0.30778737 -0.30649525
  1.55087209 -0.3914844  -0.37332533],
2010-03-05.csv,[-0.29416445 -0.71864674 -0.24952996 -0.49742505 -0.17586516 -0.15075567
  0.29551747 -0.2050246  -0.57705459 -0.41881213 -0.46897304  1.50776202
 -0.47780549 -0.84411947  1.03241324],
2010-03-08.csv,[-0.29076661 -0.70505917 -0.24707638 -0.49275177  0.20204671 -0.1490712
 -0.38870949 -0.19683488  1.30419083 -0.42059915 -0.30383185 -0.33085034
 -0.48566242 -0.22504805 -0.38954328],
2010-03-09.csv,[-0.28748294 -0.69219982 -0.24468881 -0.48810125  0.12515608 -0.14744196
 -0.35730555 -0.18772479 -0.91442894 -0.42175523 -0.30522332 -0.3272139
 -0.49168416 -0.25440858 -0.48112968],
2010-03-10.csv,[-0.02519333  1.74182258  1.21652879  1.41697463 -0.11131441  6.60405601
  0.17228736 -0.16054187  0.05414964  0.84297736  1.53827236  3.17850115
 -1.04306039 -0.38595366 -0.3786132 ],
2010-03-11.csv,[-0.28430723 -0.68000671 -0.24236467 -0.48349007 -0.11131441 -0.14586499
 -0.41466067 -0.19847472  1.28456998 -0.1656072  -0.45532001 -0.32369047
 -0.49619528 -0.85274354  1.58812947],
2010-03-12.csv,[-0.28123375 -0.66842493 -0.24010151 -0.47893082 -0.16964715 -0.14433757
  3.50437101  0.51707383  3.81145083  0.83496938 -0.45878716 -0.32027462
 -0.49945916 -0.87342157  1.05042656],
2010-03-15.csv,[-0.27825717 -0.65740565 -0.23789696  1.47103384 -1.54399709 -0.14285714
 -0.4167206  -0.20698665 -0.91476765  0.78599832 -0.45496442 -0.31696125
 -0.66107156 -0.75012377 -0.51100491],
2010-03-16.csv,[-0.27537254 -0.64690528 -0.23574876 -0.49365514 -0.19016874 -0.14142136
 -0.43999484 -0.20248014 -0.17435143 -0.42099687 -0.45122251  3.28204609
 -0.48534933 -0.31895843 -0.55819625],
2010-03-17.csv,[-0.27257525 -0.63688479 -0.23365476 -0.48924306 -0.23794003 -0.14002801
 -0.41785143 -0.19345187 -0.61621056 -0.79466299 -0.34924963 -0.34369775
 -0.48836916 -0.22903631 -0.40367207],
2010-03-18.csv,[-0.11463346  1.87943071  0.01905998 -0.48488421  0.35815501 -0.13867505
 -0.29401187 -0.17408227 -0.54738692 -0.40833226 -0.27583106 -0.34030062
  1.98541839  0.27773784 -0.40072877],
2010-03-19.csv,[-0.27157107 -0.65810896 -0.23548441 -0.48058542 -0.23464542 -0.13736056
  0.1732124  -0.16040537  0.54159246 -0.4969824  -0.40208354 -0.33699883
 -0.49466418 -0.23015161 -0.39780033],
2010-03-22.csv,[-0.26893074 -0.6483149  -0.23341912 -0.67628618  0.1468458  -0.13608276
 -0.20374245 -0.2035797  -0.15747562 -0.78146997 -0.34400512 -0.33378822
 -1.00124587 -0.38405822 -0.39489233],
2010-03-23.csv,[-0.1127128   1.82365002  0.01352878 -0.12573025 -0.70068449 -0.13483997
 -0.3807587  -0.19372994  6.46929211 -0.50536916 -0.39499581 -0.33066487
 -0.47802946  1.63753018 -0.39200929],
2010-03-24.csv,[-0.26784959 -0.66735757 -0.23472235  1.53971046 -1.5564254  -0.13363062
 -0.14924397 -0.17445293 -0.39587294  0.83013039 -0.41281321 -0.32762507
 -0.4807421  -0.75364333  0.19017729],
2010-03-25.csv,[-0.26535842 -0.65783084 -0.23270697 -0.48210935  0.28263431 -0.13245324
 -0.42446144 -0.19142019 -0.5171688  -0.3657868  -0.26354237 -0.3246653
 -0.48275155 -0.29808579 -0.39333065],
2010-03-26.csv,[-0.26293535 -0.64869173 -0.23074184 -0.47892184 -0.10289635 -0.13130643
 -0.42230668 -0.18693312 -0.59585778 -0.3726867  -0.26493648 -0.32178225
 -0.48415799 -0.32257099 -0.39075177],
2010-03-29.csv,[-0.26057734 -0.63991512 -0.22882495 -0.47572007 -0.15037521 -0.13018891
 -0.36304552 -0.19138039 -0.61172629 -0.37870338 -0.26613756 -0.31897279
  2.09407591  0.32793313 -0.38818708],
2010-03-30.csv,[-0.25828154 -0.63147808 -0.2269544  -0.47251446  0.33672364 -0.12909944
  0.36406099 -0.18223245 -0.55373821 -0.38393557 -0.26716347 -0.31623393
 -0.93861799 -0.60891675 -0.50625723],
2010-03-31.csv,[-0.25604526 -0.62335962 -0.22512838 -0.46931367 -0.14857728 -0.12803688
 -0.21734412 -0.17444962 -0.40385525 -0.38847019  1.8785764  -0.31356287
 -0.47460073 -0.50637634  2.79919915],
2010-04-01.csv,[-0.25386598 -0.61554051 -0.22334517  2.30945834 -0.19231685 -0.12700013
 -0.41838516 -0.18383543  0.32773707  0.93059652 -0.42611397 -0.31095693
 -0.47650428 -0.66518418 -0.10767775],
2010-04-05.csv,[ 0.15310805  0.76862897  0.36105143 -0.48098529 -0.23281789 -0.12598816
 -0.40692282 -0.17502698 -0.60245007 -0.79854118 -0.34518159 -0.30841359
 -0.477901   -0.26455638 -0.3960404 ],
2010-04-06.csv,[-0.09053155  1.9032118   0.02736519  0.44577325 -1.14023468 -0.125
  0.33216625 -0.16767694  1.32552825  0.89976562 -0.417783   -0.30593045
 -0.47885641  1.83307723  3.17540395],
2010-04-07.csv,[ 0.060244   -0.45908379 -0.0946846  -0.48464484 -0.22950506 -0.12403473
 -0.42527381 -0.17766515 -0.61955925 -0.37598425 -0.26726639 -0.30350522
 -0.47942714 -0.27171801 -0.40652021],
2010-04-08.csv,[-0.26574222 -0.63531276 -0.23161128  2.25800654 -0.26524042 -0.12309149
 -0.33938389 -0.18152105 -0.51392135  3.35136687  0.87902502 -0.30113576
 -0.47966226  1.7949989   2.9705538 ],
2010-04-09.csv,[-0.26574222 -0.63531276 -0.23161128 -0.48174304 -0.26524042  8.11316858
 -0.01674604 -0.18477755  0.82728684 -0.38169131 -0.41006765  3.39511936
 -0.86381995 -0.50087086 -0.40450273],
2010-04-12.csv,[-0.13705067  0.16944947 -0.0469104  -0.48174304  0.48919193 -0.12309149
 -0.31109903 -0.17127952  0.32372574 -0.38169131 -0.26848583 -0.30113576
 -0.47966226 -0.85777432  0.20212974],
2010-04-13.csv,[-0.26650269 -0.63779677 -0.23216287 -0.47883559 -0.22728158 -0.12216944
 -0.37673943 -0.17598563  0.56665356 -0.38672738  1.88987271 -0.29882
 -0.47960436 -0.11858845 -0.58856062],
2010-04-14.csv,[-0.26447633 -0.63038722 -0.23048836  1.16958816 -1.50342059 -0.12126781
 -0.2594093  -0.18222889 -0.18688404 -0.49374167 -0.41097648 -0.29655598
 -0.47929053 -0.34911255 -0.40065857],
2010-04-15.csv,[-0.26249521 -0.62322599 -0.22884905 -0.48771018 -0.22951308 -0.12038585
 -0.40101604 -0.16685249 -0.60521259  0.93893004 -0.43530432 -0.29434186
 -0.4787531  -0.30857543 -0.39906511],
2010-04-16.csv,[ 0.99042958  1.92508362  0.31305522 -0.48489892 -1.08585107  8.3173864
 -0.35682949 -0.15679791 -0.46880512 -0.37727884 -0.34627924  0.3203163
 -0.79964958 -0.55345176 -0.39743647],
2010-04-19.csv,[ 0.21717543  0.73046426  0.36918704 -0.48208596 -0.22635821 -0.13102904
 -0.40951892 -0.17204118 -0.56767915  3.64061258  1.86239324 -0.29823421
 -0.46737825  3.93405462 -0.4746327 ],
2010-04-20.csv,[-0.2807946  -0.63910953 -0.23223628 -0.48208596 -0.22635821 -0.13102904
 -0.40845084 -0.16406345 -0.49102664  0.92544935 -0.42755945 -0.29823421
  2.36262491  1.95956118 -0.39577872],
2010-04-21.csv,[-0.27870802 -0.63206413 -0.23068684 -0.47927681  0.57795451 -0.13012624
  1.34897584 -0.04487558  0.77510663 -0.37983457 -0.26564159 -0.29614242
  2.03402415  1.89126176 -0.52894366],
2010-04-22.csv,[-0.27666714 -0.62524254 -0.22916735  2.34667908 -0.22457296 -0.12924182
