2010-02-01.csv,[-0.34759507 -0.21836614  0.          0.          0.          0.
 -0.42641496 -0.34685813  0.          0.          0.          0.
 -0.51064241 -0.48143672  0.        ],
2010-02-02.csv,[-0.34452652 -0.2152835   0.          0.          0.          0.
 -0.58068839 -0.3276154   0.          0.          0.          0.
 -0.50803266 -0.45275389  0.        ],
2010-02-03.csv,[-0.34128813 -0.21223781  0.          0.          0.          0.
  1.09471444 -0.35727845  0.          0.          0.          0.
  1.95295702  2.31627462  0.        ],
2010-02-04.csv,[-0.3379381  -0.20924687  0.          0.          0.          0.
 -0.61881404 -0.33103975  0.          0.          0.          0.
 -0.53298423 -0.48376486  0.        ],
2010-02-05.csv,[-0.33452102 -0.20632231  0.          0.          0.          0.
  0.06925078 -0.33697846  0.          0.          0.          0.
 -0.52581936 -0.47565366  0.        ],
2010-02-08.csv,[-0.33107103 -0.20347138  0.          0.          0.          0.
 -0.14089844 -0.32227122  0.          0.          0.          0.
 -0.51817969 -0.46764913  0.        ],
2010-02-09.csv,[-0.32761429 -0.20069825  0.          0.          0.          0.
 -0.42062919 -0.31393402  0.          0.          0.          0.
 -0.45426157 -0.61716846  0.        ],
2010-02-10.csv,[-0.32417073 -0.19800491  0.          0.          0.          0.
 -0.62453994 -0.31082897  0.          0.          0.          0.
 -0.49848375 -0.44381754  0.        ],
2010-02-11.csv,[-0.32075553 -0.19539181  0.          0.          0.          0.         -0.3740572
 -0.29377706  0.          0.          0.          0.          2.00397452
  2.292442    0.        ],
2010-02-12.csv,[-0.31738013 -0.19285833  0.          0.          0.          0.
 -0.52092867 -0.29790049  0.          0.          0.          0.
 -0.51857575 -0.47064027  0.        ],
2010-02-15.csv,[-0.31405303 -0.1904031   0.          0.          0.          0.
 -0.53983834 -0.27771094  0.          0.          0.          0.
  0.12939679 -0.6461887   0.        ],
2010-02-16.csv,[-0.31078049 -0.18802422  0.          0.          0.          0.
 -0.56949847 -0.27436432  0.          0.          0.          0.
 -0.51782627 -0.44762868  0.        ],
2010-02-17.csv,[-0.30756698 -0.18571949  0.          0.          0.          0.
 -0.55877003 -0.26648322  0.          0.          0.          0.
 -0.85469195 -0.47722022  0.        ],
2010-02-18.csv,[-0.30441556 -0.18348649  0.          0.          0.          0.
  0.08408913 -0.2802039   0.          0.          0.          0.
 -0.42196428 -0.46105094  0.        ],
2010-02-19.csv,[-0.3013282  -0.18132266  0.          0.          0.          0.         -0.2833268
 -0.27022507  0.          0.          0.          0.         -0.49207068
 -0.43072615  0.        ],
2010-02-22.csv,[-0.29830602 -0.17922544  0.          0.          0.          0.
 -0.47539631 -0.25276093  0.          0.          0.          0.
 -0.48883708 -0.42592299  0.        ],
2010-02-23.csv,[ 0.33255745 -0.13044058  0.          0.          0.          0.
 -0.55586266 -0.24918236  0.          0.          0.          0.
 -0.48522352 -0.42117041  0.        ],
2010-02-24.csv,[-0.29941944 -0.17512644  0.          0.          0.          0.
  0.28077233 -0.23960419  0.          0.          0.          0.          1.4181146
  0.05335264  0.        ],
2010-02-25.csv,[-0.29694582 -0.17332375  0.          0.          0.          0.
 -0.45730538 -0.25671495  0.          0.          0.          0.
 -0.50107262 -0.42018739  0.        ],
2010-02-26.csv,[-0.29450367 -0.17156848  0.          0.          0.          0.
 -0.56291647 -0.2604782   0.          0.          0.          0.
 -0.49750103 -0.41623693  0.        ],
2010-03-01.csv,[ 0.34781962 -0.11808676  0.          0.          0.          0.
 -0.53751703 -0.24058538  0.          0.          0.          0.
 -0.49368928 -0.28113334  0.        ],
2010-03-02.csv,[-0.29561793 -0.16812511  0.          0.          0.          0.
 -0.54527419 -0.2468063   0.          0.          0.          0.
 -0.48970748 -0.40976049  0.        ],
2010-03-03.csv,[-0.2936077  -0.16659711  0.          0.          0.          0.
  0.98810951 -0.22006275  0.          0.          0.          0.
 -0.48561028 -0.41472541  0.        ],
2010-03-04.csv,[-0.29160799 -0.16510374  0.          0.          0.          0.
 -0.58032041 -0.23498723  0.          0.          0.          0.
  2.22045567  2.59355816  0.        ],
2010-03-05.csv,[-0.28962178 -0.1636442   0.          0.          0.          0.
  0.40479348 -0.21688822  0.          0.          0.          0.
 -0.50027239 -0.42563761  0.        ],
2010-03-08.csv,[-0.28765153 -0.16221767  0.          0.          0.          0.
 -0.58138557 -0.23413036  0.          0.          0.          0.
 -0.49625583 -0.42185991  0.        ],
2010-03-09.csv,[-0.28569929 -0.1608233   0.          0.          0.          0.
  1.03520289 -0.24258923  0.          0.          0.          0.
  2.55946547  2.45617192  0.        ],
2010-03-10.csv,[ 0.41367309 -0.09493673  0.          0.          0.          0.
 -0.55447762 -0.22595006  0.          0.          0.          0.
 -0.50851897 -0.43995301  0.        ],
2010-03-11.csv,[-0.28776724 -0.15830356  0.          0.          0.          0.
  0.53598092 -0.23642663  0.          0.          0.          0.
 -0.50457246 -0.43622288  0.        ],
2010-03-12.csv,[-0.28611604 -0.1570661   0.          0.          0.          0.
  1.12067536 -0.23511558  0.          0.          0.          0.
 -0.50058161 -0.43252868  0.        ],
2010-03-15.csv,[-0.28447034 -0.15585305  0.          0.          0.          0.
  0.80329612 -0.23277593  0.          0.          0.          0.
