logon,RKD0604,PC-9379,Logon,04/12/2010 07:57:00
logon,RKD0604,PC-9379,Logoff,04/12/2010 17:04:00
http,RKD0604,PC-9379,http://paypal.com/Common_Firecrest/goldcrest/fabjobneqpbzzvffvba961946989.php,04/12/2010 08:02:24
http,RKD0604,PC-9379,http://theblaze.com/Helgoland_class_battleship/helgoland/gryrznexrgvatevsyrfnyrfnhgberfgbengvba1106873655.asp,04/12/2010 08:04:59
http,RKD0604,PC-9379,http://theblaze.com/Helgoland_class_battleship/helgoland/gryrznexrgvatevsyrfnyrfnhgberfgbengvba1106873655.asp,04/12/2010 08:05:03
http,RKD0604,PC-9379,http://sparkstudios.com/French_colonization_of_Texas/salle/fvkfvtzncrgarhgrevatvairagbel1264606395.php,04/12/2010 08:05:46
http,RKD0604,PC-9379,http://theblaze.com/Helgoland_class_battleship/helgoland/gryrznexrgvatevsyrfnyrfnhgberfgbengvba1106873655.asp,04/12/2010 08:06:26
http,RKD0604,PC-9379,http://theblaze.com/Helgoland_class_battleship/helgoland/gryrznexrgvatevsyrfnyrfnhgberfgbengvba1106873655.asp,04/12/2010 08:08:20
http,RKD0604,PC-9379,http://sourceforge.net/Elizabeth_Canning/canningites/ovyyvneqfobbxfsver1625813682.htm,04/12/2010 08:12:23
http,RKD0604,PC-9379,http://qq.com/Meteorological_history_of_Hurricane_Ivan/ivan/phgyreliveghnyznpuvarvairagbel1368628636.php,04/12/2010 08:17:02
http,RKD0604,PC-9379,http://mcssl.com/Myotis_escalerai/myotis/pbyyrtronfxrgonyyonfxrgonyyunyybssnzrfpvffbefubgry740830402.php,04/12/2010 08:22:50
http,RKD0604,PC-9379,http://mcssl.com/Myotis_escalerai/myotis/pbyyrtronfxrgonyyonfxrgonyyunyybssnzrfpvffbefubgry740830402.php,04/12/2010 08:23:04
http,RKD0604,PC-9379,http://1saleaday.com/Mercury_dime/dimes/frphevglsvernhgbercnveznahnyf1114821738.aspx,04/12/2010 08:23:06
http,RKD0604,PC-9379,http://pcworld.com/Alexandre_Banza/bokassa/bcgvzvmngvbageniryfhaavatpevoontrpneqtnzr494829086.php,04/12/2010 08:24:11
http,RKD0604,PC-9379,http://theblaze.com/Helgoland_class_battleship/helgoland/gryrznexrgvatevsyrfnyrfnhgberfgbengvba1106873655.asp,04/12/2010 08:25:11
http,RKD0604,PC-9379,http://seomoz.org/Age_of_Mythology/arkantos/nffrgfcebsrffvbanysbbgonyy276286887.asp,04/12/2010 08:25:37
