AAM0658,2,203,2,3,
AJR0932,3,173,3,1,
BDV0168,3,142,3,1,
BIH0745,1,123,1,3,
BLS0678,3,178,2,1,
BTL0226,3,190,1,1,
CAH0936,2,150,1,6,
DCH0843,1,269,1,4,
EHB0824,5,134,3,1,
EHD0584,3,188,3,2,
FMG0527,3,248,2,3,
FTM0406,2,224,2,2,
GHL0460,1,209,1,3,
HJB0742,3,219,1,4,
JMB0308,4,129,3,1,
JRG0207,4,259,3,3,
KLH0596,1,271,1,2,
KPC0073,4,125,3,2,
LJR0523,4,144,4,1,
LQC0479,4,173,3,0,
MAR0955,3,274,3,3,
MAS0025,2,179,2,3,
MCF0600,4,217,1,4,
MYD0978,4,228,3,1,
PPF0435,1,269,1,3,
RAB0589,3,174,1,3,
RGG0064,4,198,2,1,
RKD0604,3,128,2,3,
TAP0551,2,204,2,3,
WDD0366,3,285,2,5,
AAF0535,27,117,0,0,
ABC0174,33,238,1,12,
AKR0057,28,183,2,6,
CCL0068,30,238,0,0,
CEJ0109,28,270,0,0,
CQW0652,28,279,0,0,
DIB0285,27,137,0,0,
DRR0162,28,208,0,0,
EDB0714,29,193,0,0,
EGD0132,29,140,0,0,
FSC0601,29,257,0,8,
HBO0413,28,275,0,0,
HXL0968,32,159,0,0,
IJM0776,28,123,0,0,
IKR0401,28,239,0,0,
IUB0565,28,186,0,0,
JJM0203,27,164,2,10,
KRL0501,28,217,0,0,
LCC0819,28,109,0,0,
MDH0580,29,247,0,0,
MOS0047,35,121,14,27,
NWT0098,29,270,0,0,
PNL0301,28,108,0,0,
PSF0133,30,140,0,0,
RAR0725,27,124,0,0,
RHL0992,28,128,1,2,
RMW0542,29,112,0,0,
TNM0961,28,192,5,25,
VSS0154,26,168,0,0,
XHW0498,29,146,0,0,
BBS0039,2,135,1,0,
BSS0369,2,212,1,46,
CCA0046,2,179,1,44,
CSC0217,2,91,1,0,
GTD0219,2,96,1,20,
JGT0221,2,115,1,0,
JLM0364,2,313,1,3,
JTM0223,2,120,1,0,
MPM0220,2,196,0,19,
MSO0222,2,217,1,3,
